stimulustype,stimuluscondition,practice,pair,image1,image2,image3,image4,audio,verb,list
Practise,Practise,Practise,Practise,arm.jpg,nose.jpg,purse.jpg,typewriter.jpg,practice_engels_Sarah_Mary_sets_an_alarmclock_ok.wav,sets,Practise
Practise,Practise,Practise,Practise,sandwich.jpg,wing.jpg,tear.jpg,tweezers.jpg,practice_Sarah_Mary_uses_a_bicyclepump_2_ok.wav,uses,Practise
